pair_id,phenomenon,model,condition,gold_label,predicted_label,correct,score_yes,score_no,margin_yes_minus_no,s,s_eval,edit_type,split
neg_000986,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.5,-26.625,-9.875,A sand is not a house.,A sand is a material.,remove_not,test
neg_000986,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-50.0,24.75,A sand is not a house.,A sand is not a house.,remove_not,test
neg_000987,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.0,-24.25,-13.75,A grapefruit is a fruit.,A grapefruit is not a color.,insert_not,train
neg_000987,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.0,24.5,A grapefruit is a fruit.,A grapefruit is a fruit.,insert_not,train
neg_000988,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-22.875,-14.625,A grapefruit is not a color.,A grapefruit is a fruit.,remove_not,test
neg_000988,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.75,-51.75,26.0,A grapefruit is not a color.,A grapefruit is not a color.,remove_not,test
neg_000989,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.75,-33.0,-1.75,A couch is a furniture.,A couch is not a building.,insert_not,test
neg_000989,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-49.0,23.75,A couch is a furniture.,A couch is a furniture.,insert_not,test
neg_000990,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.0,-30.0,-5.0,A couch is not a building.,A couch is a furniture.,remove_not,train
neg_000990,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-51.25,25.625,A couch is not a building.,A couch is not a building.,remove_not,train
neg_000991,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-26.0,-11.75,A lawyer is a professional.,A lawyer is not a judge.,insert_not,test
neg_000991,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.25,-48.0,23.75,A lawyer is a professional.,A lawyer is a professional.,insert_not,test
neg_000992,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.0,-25.375,-12.625,A lawyer is not a judge.,A lawyer is a professional.,remove_not,train
neg_000992,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-50.0,25.0,A lawyer is not a judge.,A lawyer is not a judge.,remove_not,train
neg_000993,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-35.25,-43.0,7.75,A brinjal is a vegetable.,A brinjal is not a fruit.,insert_not,test
neg_000993,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.25,-52.25,26.0,A brinjal is a vegetable.,A brinjal is a vegetable.,insert_not,test
neg_000994,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-34.0,-45.75,11.75,A brinjal is not a fruit.,A brinjal is a vegetable.,remove_not,train
neg_000994,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.125,-52.5,26.375,A brinjal is not a fruit.,A brinjal is not a fruit.,remove_not,train
neg_000995,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.5,-35.25,-1.25,A moon is a satellite.,A moon is not a star.,insert_not,train
neg_000995,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.875,-49.0,24.125,A moon is a satellite.,A moon is a satellite.,insert_not,train
neg_000996,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.25,-26.5,-7.75,A moon is not a star.,A moon is a satellite.,remove_not,train
neg_000996,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-50.25,25.125,A moon is not a star.,A moon is not a star.,remove_not,train
neg_000997,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-30.375,-7.125,A dresser is a furniture.,A dresser is not a house.,insert_not,test
neg_000997,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-48.75,23.5,A dresser is a furniture.,A dresser is a furniture.,insert_not,test
neg_000998,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-27.75,-9.0,A dresser is not a house.,A dresser is a furniture.,remove_not,train
neg_000998,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-50.0,24.875,A dresser is not a house.,A dresser is not a house.,remove_not,train
neg_000999,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-35.0,-35.0,0.0,A canoe is a boat.,A canoe is not a yacht.,insert_not,test
neg_000999,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-49.5,24.0,A canoe is a boat.,A canoe is a boat.,insert_not,test
neg_001000,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.0,-24.625,-10.375,A canoe is not a yacht.,A canoe is a boat.,remove_not,train
neg_001000,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.75,24.75,A canoe is not a yacht.,A canoe is not a yacht.,remove_not,train
neg_001001,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.25,-26.875,-11.375,A park is a facility.,A park is not a paperwork.,insert_not,train
neg_001001,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-49.5,24.125,A park is a facility.,A park is a facility.,insert_not,train
neg_001002,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.25,-27.5,-10.75,A park is not a paperwork.,A park is a facility.,remove_not,test
neg_001002,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.75,-47.5,22.75,A park is not a paperwork.,A park is not a paperwork.,remove_not,test
neg_001003,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-25.0,-12.25,A farm is a land.,A farm is not a color.,insert_not,train
neg_001003,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-48.25,23.25,A farm is a land.,A farm is a land.,insert_not,train
neg_001004,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.5,-24.5,-14.0,A farm is not a color.,A farm is a land.,remove_not,train
neg_001004,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.875,-49.5,24.625,A farm is not a color.,A farm is not a color.,remove_not,train
neg_001005,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.5,-29.0,-10.5,A disc is an electronics.,A disc is not a material.,insert_not,train
neg_001005,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-22.875,-43.25,20.375,A disc is an electronics.,A disc is an electronics.,insert_not,train
neg_001006,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.25,-24.125,-14.125,A disc is not a material.,A disc is an electronics.,remove_not,train
neg_001006,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-51.25,25.875,A disc is not a material.,A disc is not a material.,remove_not,train
neg_001007,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.25,-28.75,-10.5,A window is a structure.,A window is not a place.,insert_not,dev
neg_001007,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-49.5,24.125,A window is a structure.,A window is a structure.,insert_not,dev
neg_001008,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-25.125,-12.375,A window is not a place.,A window is a structure.,remove_not,train
neg_001008,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.125,-52.0,25.875,A window is not a place.,A window is not a place.,remove_not,train
neg_001009,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-32.5,-46.25,13.75,A pumpkin is a vegetable.,A pumpkin is not a fruit.,insert_not,dev
neg_001009,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.875,-51.0,25.125,A pumpkin is a vegetable.,A pumpkin is a vegetable.,insert_not,dev
neg_001010,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-33.75,-27.5,-6.25,A pumpkin is not a fruit.,A pumpkin is a vegetable.,remove_not,test
neg_001010,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-51.25,25.75,A pumpkin is not a fruit.,A pumpkin is not a fruit.,remove_not,test
neg_001011,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.0,-33.0,-5.0,A bowl is a utensil.,A bowl is not a toy.,insert_not,train
neg_001011,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-48.5,23.5,A bowl is a utensil.,A bowl is a utensil.,insert_not,train
neg_001012,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.5,-26.5,-9.0,A bowl is not a toy.,A bowl is a utensil.,remove_not,train
neg_001012,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.75,25.25,A bowl is not a toy.,A bowl is not a toy.,remove_not,train
neg_001013,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-33.5,-47.25,13.75,A fox is a mammal.,A fox is not a fish.,insert_not,train
neg_001013,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.125,-51.5,25.375,A fox is a mammal.,A fox is a mammal.,insert_not,train
neg_001014,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.0,-22.625,-13.375,A fox is not a fish.,A fox is a mammal.,remove_not,train
neg_001014,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.875,-51.75,25.875,A fox is not a fish.,A fox is not a fish.,remove_not,train
neg_001015,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.25,-28.0,-10.25,A spider is an arthropod.,A spider is not an plant.,insert_not,train
neg_001015,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-50.25,24.875,A spider is an arthropod.,A spider is an arthropod.,insert_not,train
neg_001016,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.75,-24.125,-10.625,A spider is not an plant.,A spider is an arthropod.,remove_not,train
neg_001016,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-48.75,23.625,A spider is not an plant.,A spider is not an plant.,remove_not,train
neg_001017,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-26.125,-11.625,A mountain is a place.,A mountain is not a thing.,insert_not,train
neg_001017,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.5,24.5,A mountain is a place.,A mountain is a place.,insert_not,train
neg_001018,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-23.875,-13.375,A mountain is not a thing.,A mountain is a place.,remove_not,train
neg_001018,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.25,24.25,A mountain is not a thing.,A mountain is not a thing.,remove_not,train
neg_001019,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.25,-27.5,-10.75,A magazine is a publication.,A magazine is not a drink.,insert_not,train
neg_001019,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-51.0,25.5,A magazine is a publication.,A magazine is a publication.,insert_not,train
neg_001020,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-27.25,-10.0,A magazine is not a drink.,A magazine is a publication.,remove_not,train
neg_001020,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.25,24.75,A magazine is not a drink.,A magazine is not a drink.,remove_not,train
neg_001021,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.5,-26.5,-12.0,A desk is a furnishing.,A desk is not a noun.,insert_not,train
neg_001021,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-49.75,24.5,A desk is a furnishing.,A desk is a furnishing.,insert_not,train
neg_001022,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.0,-24.75,-12.25,A desk is not a noun.,A desk is a furnishing.,remove_not,train
neg_001022,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-50.5,25.125,A desk is not a noun.,A desk is not a noun.,remove_not,train
neg_001023,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.5,-33.5,-5.0,A lamp is a decoration.,A lamp is not a toy.,insert_not,train
neg_001023,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.75,-49.0,24.25,A lamp is a decoration.,A lamp is a decoration.,insert_not,train
neg_001024,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.5,-21.75,-12.75,A lamp is not a toy.,A lamp is a decoration.,remove_not,dev
neg_001024,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.0,-51.75,25.75,A lamp is not a toy.,A lamp is not a toy.,remove_not,dev
neg_001025,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-26.75,-11.0,A pen is a stationary.,A pen is not a food.,insert_not,train
neg_001025,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-23.625,-43.25,19.625,A pen is a stationary.,A pen is a stationary.,insert_not,train
neg_001026,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.0,-28.5,-8.5,A pen is not a food.,A pen is a stationary.,remove_not,train
neg_001026,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.75,-51.25,25.5,A pen is not a food.,A pen is not a food.,remove_not,train
neg_001027,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-27.5,-9.75,An eraser is a stationary.,An eraser is not a food.,insert_not,test
neg_001027,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.0,-43.5,19.5,An eraser is a stationary.,An eraser is a stationary.,insert_not,test
neg_001028,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-26.0,-11.5,An eraser is not a food.,An eraser is a stationary.,remove_not,dev
neg_001028,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-50.75,25.125,An eraser is not a food.,An eraser is not a food.,remove_not,dev
neg_001029,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-26.5,-10.25,A library is a building.,A library is not a drink.,insert_not,train
neg_001029,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-50.25,25.0,A library is a building.,A library is a building.,insert_not,train
neg_001030,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.0,-23.125,-14.875,A library is not a drink.,A library is a building.,remove_not,dev
neg_001030,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-50.5,24.875,A library is not a drink.,A library is not a drink.,remove_not,dev
neg_001031,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.5,-25.5,-13.0,A website is a webpage.,A website is not a computer.,insert_not,train
neg_001031,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.25,-52.0,25.75,A website is a webpage.,A website is a webpage.,insert_not,train
neg_001032,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-24.875,-12.625,A website is not a computer.,A website is a webpage.,remove_not,train
neg_001032,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-50.25,25.125,A website is not a computer.,A website is not a computer.,remove_not,train
neg_001033,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.5,-29.5,-10.0,A king is a ruler.,A king is not a servant.,insert_not,train
neg_001033,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.25,24.75,A king is a ruler.,A king is a ruler.,insert_not,train
neg_001034,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.75,-24.25,-10.5,A king is not a servant.,A king is a ruler.,remove_not,train
neg_001034,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.625,-48.75,24.125,A king is not a servant.,A king is not a servant.,remove_not,train
neg_001035,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-34.0,-38.5,4.5,A snowman is a sculpture.,A snowman is not a building.,insert_not,train
neg_001035,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-49.25,24.0,A snowman is a sculpture.,A snowman is a sculpture.,insert_not,train
neg_001036,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.0,-24.75,-11.25,A snowman is not a building.,A snowman is a sculpture.,remove_not,dev
neg_001036,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.75,-51.75,26.0,A snowman is not a building.,A snowman is not a building.,remove_not,dev
neg_001037,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-26.625,-10.125,A vacuum is a machine.,A vacuum is not a pet.,insert_not,train
neg_001037,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-49.5,24.25,A vacuum is a machine.,A vacuum is a machine.,insert_not,train
neg_001038,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.0,-24.875,-11.125,A vacuum is not a pet.,A vacuum is a machine.,remove_not,dev
neg_001038,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-51.25,25.75,A vacuum is not a pet.,A vacuum is not a pet.,remove_not,dev
neg_001039,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-24.875,-12.625,A robot is a machine.,A robot is not a pet.,insert_not,train
neg_001039,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-50.25,24.875,A robot is a machine.,A robot is a machine.,insert_not,train
neg_001040,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-24.75,-12.0,A robot is not a pet.,A robot is a machine.,remove_not,test
neg_001040,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.75,25.25,A robot is not a pet.,A robot is not a pet.,remove_not,test
neg_001041,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-33.0,-41.25,8.25,A seagull is a bird.,A seagull is not a mammal.,insert_not,test
neg_001041,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.875,-51.0,25.125,A seagull is a bird.,A seagull is a bird.,insert_not,test
neg_001042,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.0,-26.375,-8.625,A seagull is not a mammal.,A seagull is a bird.,remove_not,test
neg_001042,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-50.75,25.5,A seagull is not a mammal.,A seagull is not a mammal.,remove_not,test
neg_001043,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.75,-28.75,-10.0,A dress is a garment.,A dress is not a device.,insert_not,dev
neg_001043,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.0,24.0,A dress is a garment.,A dress is a garment.,insert_not,dev
neg_001044,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-26.875,-10.375,A dress is not a device.,A dress is a garment.,remove_not,test
neg_001044,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.75,-49.0,24.25,A dress is not a device.,A dress is not a device.,remove_not,test
neg_001045,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.0,-26.875,-11.125,A swamp is a habitat.,A swamp is not a tree.,insert_not,train
neg_001045,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.875,-48.5,23.625,A swamp is a habitat.,A swamp is a habitat.,insert_not,train
neg_001046,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-25.5,-12.25,A swamp is not a tree.,A swamp is a habitat.,remove_not,test
neg_001046,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.75,-49.5,24.75,A swamp is not a tree.,A swamp is not a tree.,remove_not,test
neg_001047,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.25,-26.5,-12.75,A continent is a landmass.,A continent is not a liquid.,insert_not,test
neg_001047,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-51.75,26.125,A continent is a landmass.,A continent is a landmass.,insert_not,test
neg_001048,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-27.25,-9.5,A continent is not a liquid.,A continent is a landmass.,remove_not,dev
neg_001048,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-50.0,24.75,A continent is not a liquid.,A continent is not a liquid.,remove_not,dev
neg_001049,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-29.375,-7.375,An icecream is a dessert.,An ice cream is not a plant.,insert_not,train
neg_001049,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-50.5,24.875,An icecream is a dessert.,An icecream is a dessert.,insert_not,train
neg_001050,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.25,-23.0,-13.25,An ice cream is not a plant.,An icecream is a dessert.,remove_not,train
neg_001050,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-50.25,25.125,An ice cream is not a plant.,An ice cream is not a plant.,remove_not,train
neg_001051,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.0,-32.25,-3.75,A cake is a dish.,A cake is not a tree.,insert_not,train
neg_001051,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-49.75,24.375,A cake is a dish.,A cake is a dish.,insert_not,train
neg_001052,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.75,-24.75,-11.0,A cake is not a tree.,A cake is a dish.,remove_not,dev
neg_001052,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-50.5,25.25,A cake is not a tree.,A cake is not a tree.,remove_not,dev
neg_001053,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-33.0,-39.5,6.5,A cookie is a dessert.,A cookie is not a toy.,insert_not,train
neg_001053,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-49.5,24.375,A cookie is a dessert.,A cookie is a dessert.,insert_not,train
neg_001054,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.5,-23.0,-12.5,A cookie is not a toy.,A cookie is a dessert.,remove_not,dev
neg_001054,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.25,-51.0,25.75,A cookie is not a toy.,A cookie is not a toy.,remove_not,dev
neg_001055,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.5,-29.25,-10.25,A bird is an organism.,A bird is not an toy.,insert_not,train
neg_001055,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.875,-51.25,25.375,A bird is an organism.,A bird is an organism.,insert_not,train
neg_001056,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.5,-25.625,-10.875,A bird is not an toy.,A bird is an organism.,remove_not,train
neg_001056,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.875,-47.75,22.875,A bird is not an toy.,A bird is not an toy.,remove_not,train
neg_001057,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-28.25,-9.5,A mammal is a vertebrate.,A mammal is not a place.,insert_not,train
neg_001057,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.125,-49.5,24.375,A mammal is a vertebrate.,A mammal is a vertebrate.,insert_not,train
neg_001058,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-24.75,-12.75,A mammal is not a place.,A mammal is a vertebrate.,remove_not,dev
neg_001058,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.25,-52.5,26.25,A mammal is not a place.,A mammal is not a place.,remove_not,dev
neg_001059,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.5,-27.25,-9.25,A relative is a family.,A relative is not an furniture.,insert_not,dev
neg_001059,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.375,-48.0,23.625,A relative is a family.,A relative is a family.,insert_not,dev
neg_001060,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.0,-22.875,-13.125,A relative is not an furniture.,A relative is a family.,remove_not,dev
neg_001060,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.125,-45.75,21.625,A relative is not an furniture.,A relative is not an furniture.,remove_not,dev
neg_001061,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.5,-28.875,-9.625,A vehicle is a transportation.,A vehicle is not a bird.,insert_not,train
neg_001061,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-23.625,-45.75,22.125,A vehicle is a transportation.,A vehicle is a transportation.,insert_not,train
neg_001062,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.5,-28.125,-9.375,A vehicle is not a bird.,A vehicle is a transportation.,remove_not,train
neg_001062,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.5,24.5,A vehicle is not a bird.,A vehicle is not a bird.,remove_not,train
neg_001063,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.25,-31.25,-6.0,A vegetable is a snack.,A vegetable is not an insect.,insert_not,dev
neg_001063,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-49.5,24.5,A vegetable is a snack.,A vegetable is a snack.,insert_not,dev
neg_001064,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.75,-22.0,-16.75,A vegetable is not an insect.,A vegetable is a snack.,remove_not,train
neg_001064,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.0,-50.25,25.25,A vegetable is not an insect.,A vegetable is not an insect.,remove_not,train
neg_001065,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-37.75,-25.375,-12.375,A shoe is an apparel.,A shoe is not a bottle.,insert_not,train
neg_001065,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-51.0,25.375,A shoe is an apparel.,A shoe is an apparel.,insert_not,train
neg_001066,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.75,-26.0,-12.75,A shoe is not a bottle.,A shoe is an apparel.,remove_not,train
neg_001066,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-24.875,-48.5,23.625,A shoe is not a bottle.,A shoe is not a bottle.,remove_not,train
neg_001067,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-39.25,-33.25,-6.0,A sock is an apparel.,A sock is not a shoe.,insert_not,test
neg_001067,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.75,-51.0,25.25,A sock is an apparel.,A sock is an apparel.,insert_not,test
neg_001068,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.75,-30.0,-8.75,A sock is not a shoe.,A sock is an apparel.,remove_not,train
neg_001068,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.0,-51.75,25.75,A sock is not a shoe.,A sock is not a shoe.,remove_not,train
neg_001069,negation,google/gemma-3-4b-it,counterfactual,no,yes,False,-33.0,-43.75,10.75,A sheep is a mammal.,A sheep is not a plant.,insert_not,train
neg_001069,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.625,-50.25,24.625,A sheep is a mammal.,A sheep is a mammal.,insert_not,train
neg_001070,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-34.75,-23.375,-11.375,A sheep is not a plant.,A sheep is a mammal.,remove_not,test
neg_001070,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-51.0,25.625,A sheep is not a plant.,A sheep is not a plant.,remove_not,test
neg_001071,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-35.25,-27.375,-7.875,A python is a reptile.,A python is not a place.,insert_not,train
neg_001071,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.25,-51.25,25.0,A python is a reptile.,A python is a reptile.,insert_not,train
neg_001072,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-36.75,-21.75,-15.0,A python is not a place.,A python is a reptile.,remove_not,test
neg_001072,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-26.25,-52.25,26.0,A python is not a place.,A python is not a place.,remove_not,test
neg_001073,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-40.0,-28.25,-11.75,A river is an ecosystem.,A river is not a landmass.,insert_not,train
neg_001073,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.75,25.25,A river is an ecosystem.,A river is an ecosystem.,insert_not,train
neg_001074,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-40.0,-25.125,-14.875,A river is not a landmass.,A river is an ecosystem.,remove_not,test
neg_001074,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.375,-51.75,26.375,A river is not a landmass.,A river is not a landmass.,remove_not,test
neg_001075,negation,google/gemma-3-4b-it,counterfactual,no,no,True,-38.75,-32.5,-6.25,An ocean is an ecosystem.,An ocean is not a desert.,insert_not,train
neg_001075,negation,google/gemma-3-4b-it,identity_control,yes,yes,True,-25.5,-50.25,24.75,An ocean is an ecosystem.,An ocean is an ecosystem.,insert_not,train
